aflt_id,biz_no,aflt_nm,zip_cd,addrs,addrs2,small_td,ctgr_cd,business,ctgry,onln_excu_yn,close_yn,ctgrNew
202106983468,1365300436,엠비씨,3189,"서울특별시 종로구삼일대로17길46,3층(관철동)",엠비씨,1,56219,숙박 및 음식점업,기타 주점업,,,56
202106983240,1010516493,메밀꽃 필 무렵,3163,서울특별시 종로구인사동길22-11낙원동283-6,메밀꽃 필 무렵,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106983467,1365000207,시에라(Sierra),3170,"서울특별시 종로구새문안로5가길32,지하1층1호(적선동)",시에라(Sierra),1,56123,숙박 및 음식점업,서양식 음식점업,,,56
202106983018,1010491326,김준클럽,3007,서울특별시 종로구비봉길2-2(구기동),김준클럽,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106984840,2051095775,발리,3196,"서울특별시 종로구동호로406,1층(종로5가)",발리,1,56219,숙박 및 음식점업,기타 주점업,,,56
202106983763,1644500697,속초시장 닭강정(광장시장점),3195,"서울특별시 종로구종로32길5,B34,35호(종로5가,광장시장동부)",속초시장 닭강정(광장시장점),1,56193,숙박 및 음식점업,치킨 전문점,,,56
202106983976,1873300305,미각양꼬치(재한수화상회),3158,"서울특별시 종로구종로5길40,3층(청진동)",미각양꼬치(재한수화상회),1,56121,숙박 및 음식점업,중식 음식점업,,,56
202106983317,1300358667,이브닝,3140,"서울특별시 종로구종로17길30(낙원동,지상2층)",이브닝,1,56219,숙박 및 음식점업,기타 주점업,,,56
202106983129,1010507863,실비집,3105,서울특별시 종로구종로51길181층실비집,실비집,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106982907,1010476010,옥천매운족발,3105,서울특별시 종로구종로51나길231층옥천매운족발,옥천매운족발,1,56130,숙박 및 음식점업,기관 구내식당업,,,56
202106983176,1245045180,우에노,3120,"서울특별시 종로구종로44길94,1층(창신동,1층)",우에노,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106985260,2090286220,산채만두전문점,3111,서울특별시 종로구숭인동길70-13(숭인동),산채만두전문점,1,56194,숙박 및 음식점업,김밥 및 기타 간이 음식점업,Y,Y,56
202106979148,7702501362,미미완당,3157,서울특별시 종로구종로19(종로1가),제지하1층 제비113-4호,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106979200,1610402029,보리수숲,3169,서울특별시 종로구사직로12길4(내자동),"1층, 2층",1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106979322,1101994409,둘둘식당,3180,서울특별시 종로구통일로148,(교남동),1,56193,음식,치킨,,,56
202106982021,1011289373,장화신은 젖소,3054,"서울특별시 종로구팔판길37,1층(팔판동,1층)",장화신은 젖소,1,56191,숙박 및 음식점업,제과점업,,,56
