aflt_id,biz_no,aflt_nm,zip_cd,addrs,addrs2,small_td,ctgr_cd,business,ctgry,onln_excu_yn,close_yn,ctgrNew
201904144567,8351900790,혼다라멘 연신내점,3331,서울특별시 은평구연서로217,1층,1,56112,음식점업,한식,Y,,56
201905233800,4142300644,카시오페아,3426,서울특별시 은평구서오릉로15길15-14,1층,1,56220,음식,커피숍,,,56
201905236774,1115207258,김제매운탕,3485,서울특별시 은평구응암로11길3,김제매운탕,1,56111,음식,한식,,,56
201905236722,8473300692,오징어청춘,3330,서울특별시 은평구연서로29길20(갈현동),1층,1,56111,음식점,한식,,,56
201905237329,1112157787,멕시칸치킨,3375,서울특별시 은평구통일로63길21,1층,1,56219,음식및숙박업,기타주점,,,56
201903128118,2030164779,술마시는조운노래방,3396,서울특별시 은평구불광로29-1,지하1층,1,56211,음식,유흥주점,,,56
201903127679,2385800192,"주고,받고,마시고",3403,서울특별시 은평구역말로76-1,지하1층,1,56219,음식,기타주점업,,,56
201904146640,3997900115,뉴욕노래밤,3397,서울특별시 은평구통일로65길22,지하1층(대조동),1,56211,음식및숙박업,유흥주점업,,,56
201904146819,1892500437,쿨,3397,서울특별시 은평구통일로731,지층(대조동),1,56211,음식점,유흥주점,,,56
201904147322,1101194005,김밥천국,3425,서울특별시 은평구서오릉로229,김밥천국,1,56194,음식,기타음식,Y,,56
201904164469,4171102973,갈현동할머니떡볶이,3328,서울특별시 은평구통일로87길,8-1,1,56111,음식점,분식,,,56
201901025008,8610900863,카페숨,3443,서울특별시 은평구증산로15길56,1층 1호,1,56221,음식점,카페,,,56
201903121972,3670101379,한판승부제2막,3330,서울특별시 은평구통일로83길11-6(갈현동),1층 한판승부제2막,1,56113,음식점업,일식음식점업,,,56
201903121979,1494600074,누사,3330,서울특별시 은평구연서로29길22-38(갈현동),지층 누사,1,56219,음식점업,호프,,,56
201901025553,1101487219,황돈구이&샤브&쌈,3331,서울특별시 은평구연서로27길20-11,1층,1,56111,음식,한식,Y,,56
201904150988,1101817991,신룽푸마라탕,3331,서울특별시 은평구연서로29길9(갈현동),2층 한스델리,1,56121,음식,중식 음식점업,Y,,56
201901031879,1102021654,크렘마마,3394,서울특별시 은평구서오릉로134,101호,1,56192,음식점업,휴게음식,,,56
